Plate,Date Collected,In_treatment,Out_treatment,Pond,Clone,Replicate,Well,Hatch1,Hatch1HD,Hatch2,Hatch2HD,Hatch3,Hatch3HD,Hatch4,Hatch4H,Temp,Dried,Light,DriedLater,Early,Late,Leftover_eggs
042724C,4/3/24,,,P19,50,R5,F6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F7,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F8,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F12,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G1,6/25,D,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G5,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G7,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G8,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,G12,6/25,D,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H5,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H7,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H8,6/25,HD,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,H12,,,,,,,,,Cold,Dry,Light,,,,
042724D,4/3/24,,,P19,50,R4,A1,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A2,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A3,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A4,6/7,HD,6/7,HD,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A5,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A6,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A7,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A8,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A9,6/7,HD,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A10,6/7,HD,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A11,6/7,HD,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,A12,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B1,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B2,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B3,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B4,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B5,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B6,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B7,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B8,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B9,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B10,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B11,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,B12,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C1,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C2,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C3,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C4,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C5,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C6,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C7,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C8,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C9,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C10,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C11,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,C12,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D1,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D2,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D3,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D4,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D5,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D6,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D7,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D8,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D9,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D10,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D11,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R4,D12,6/7,HD,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E1,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E2,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E3,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E4,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E5,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E6,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E7,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E8,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E9,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E10,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E11,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,E12,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F1,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F2,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F3,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F4,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F5,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F6,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F7,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F8,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F9,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F10,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F11,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,F12,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G1,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G2,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G3,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G4,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G5,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G6,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G7,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G8,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G9,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G10,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G11,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,G12,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H1,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H2,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H3,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H4,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H5,X,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H6,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H7,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H8,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H9,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H10,X,,X,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H11,,,,,,,,,Cold,Wet,Light,,,,
042724D,4/3/24,,,P19,50,R5,H12,,,,,,,,,Cold,Wet,Light,,,,
